2018-12-21 12:10:23,b'Fortnite HIGHLIGHTS #1 https://t.co/kJfuiLbOJb @YouTube #fortnite #fortnitechallenges #fortnitegameplay\xe2\x80\xa6 https://t.co/SfnNCCA5Hp'
2018-12-21 12:10:20,b'RT @GermanTwitchRT: \xe2\x9a\x94\xef\xb8\x8f Below #Gameplay - Die ersten 28 Minuten\n\n\xe2\x9c\x85 https://t.co/XBxJZxHqw0\n\n#LETSPLAY #Below @LeondaGarbo\n\n\xf0\x9f\x99\x8f LIKE &amp; SHARE to\xe2\x80\xa6'
2018-12-21 12:10:15,b'RT @motionVFX: New #AppleMotion &amp; #FCPX Template! Stomp Slideshow - https://t.co/TERGaEn2AE #FinalCutProX #Motion5 #VideoEditing #VideoProd\xe2\x80\xa6'
2018-12-21 12:10:11,"b""\xf0\x9f\x94\xb4 #LIVE @HospitalRecords Christmas\xf0\x9f\x8e\x84 Podcast with @LondonElek'tricity\xf0\x9f\x8e\x85 // #FacebookLive https://t.co/tIezVTOatY \\\\ /\xe2\x80\xa6 https://t.co/8dqLFW9Vks"""
2018-12-21 12:10:03,b'Going to be lost for things to do over #Christmas?\n\n#JoeR247 and all his past streams can be found on #YouTube for\xe2\x80\xa6 https://t.co/HxreU2sODn'
2018-12-21 12:10:03,b'RT @GermanTwitchRT: \xe2\x9a\x94\xef\xb8\x8f Below #Gameplay - Die ersten 28 Minuten\n\n\xe2\x9c\x85 https://t.co/XBxJZxHqw0\n\n#LETSPLAY #Below @LeondaGarbo\n\n\xf0\x9f\x99\x8f LIKE &amp; SHARE to\xe2\x80\xa6'
2018-12-21 12:09:54,b'New #AppleMotion &amp; #FCPX Template! Stomp Slideshow - https://t.co/TERGaEn2AE #FinalCutProX #Motion5 #VideoEditing\xe2\x80\xa6 https://t.co/G4m2Y8Sws3'
2018-12-21 12:09:48,"b'RT @KBSWorldTV: #MusicBank with  @_B1A4OFFICIAL, @G_I_DLE, @Official_LVLZ, @NCTsmtown_127, @RVsmtown, @Stray_Kids, @Official_LVLZ, @gu9udan\xe2\x80\xa6'"
2018-12-21 12:09:36,b'Hey! Check out this song by us!\n\nhttps://t.co/fE8eM4PfAe\n\n#newmusic #youtube'
2018-12-21 12:09:31,b'Realm: the sequel. \nCopy and paste https://t.co/L5pMPXgIci\nLike and subscribe for more #realmroyale #ps4 #youtube\xe2\x80\xa6 https://t.co/DeIC56fEyO'
2018-12-21 12:09:06,b'RT @LeondaGarbo: \xe2\x9a\x94\xef\xb8\x8f Below #Gameplay - Die ersten 28 Minuten\n\n\xe2\x9c\x85 https://t.co/W08IckIlkv\n\n#LETSPLAY #Below @LeondaGarbo\n\n\xf0\x9f\x99\x8f LIKE &amp; SHARE to fe\xe2\x80\xa6'
2018-12-21 12:08:45,"b'RT @idanielleteresa: Would love to get to 50 subs by the end of the year, going to make more videos this weekend.  #booktube #booktuber #bo\xe2\x80\xa6'"
2018-12-21 12:08:13,"b'RT @pupurie44: \xf0\x9f\xa4\x97\xf0\x9f\xa4\x97\xf0\x9f\xa4\x97\xf0\x9f\xa4\x97\xf0\x9f\xa4\x97\xf0\x9f\xa4\x97\xf0\x9f\xa4\x97\xf0\x9f\xa4\x97\xf0\x9f\xa4\x97\xf0\x9f\xa4\x97\xf0\x9f\xa4\x97Daichi Miura who sing the theme song of the movie ""#DragonBallSuperBroly"" will distribute the Solo Performance ""S\xe2\x80\xa6'"
